label,sentence
1,John remained somewhat calm.
0,He in the doorway waved to his father.
1,Fred kicked the ball over the fence.
1,"He who is without sin among you, let him cast the first stone."
1,Ida hunted for deer in the woods.
1,There might be a unicorn in the garden.
1,That the world is round is obvious.
1,He kicked him
1,"They said that Tom would pay up, and pay up it is well-known that he did."
1,Heather snorted.
1,You should unload rifles because not to s is dangerous.
1,He took his umbrella.
0,Patrick is likely that left.
1,Willy is taller than Bill by that much.
1,The socks are ready for you to go about beginning to put them on.
1,The maple changed into an oak from a cedar.
0,Ron captured quickly a phoenix
1,That tall woman chased a cat.
1,The piano which I disliked the boy's playing loudly was badly out of tune.
1,Henry wanted to marry Fanny.
1,Jack is the person with whom Jenny fell in love.
1,It seems to be easy to fool Ben.
1,The tree gradually dropped its fruit to the ground.
1,Spray the paint onto the wall completely.
1,Jill dressed hurriedly.
0,The lesson got read by a priest.
1,John believes Sally to be polite.
1,Sally eats the stuff pretty often.
1,Nora pushed through the crowd.
0,Would each the men have been working?
1,There exist few solutions which are cost-effective.
1,The music echoed.
0,"Handsome though they told me that Tom is, I still won't date him."
1,"`` I am so happy '', thought John."
0,He seems intelligent to study medicine.
1,It was the girl who kicked the ball.
0,Carla shoveled the walk of snow.
1,Who did Jason think Medea had poisoned?
1,Bill is drying a lot of clothes on the line.
1,It was with a great deal of regret that I vetoed your proposal.
1,Their expectations will be kept up with.
1,Brian wiped the fingerprints from outside the cupboard.
1,All the boys should could go
0,The umpire called off it.
1,Michael asked a question.
1,"The more lobbyists wine and dine him, the more every senator is susceptible to corruption."
1,John sent her to Seoul.
1,John included her name in the list.
1,"The dumplings which Sasha is gobbling down faster than I can reheat the meatballs are extremely tasty, if I do say so."
1,John thinks Mary left.
1,Romeo conceded that he and Juliet were going steady.
1,John bought the picture of himself that Bill saw.
1,John is as intelligent as Mary.
0,John sang beautifully and a carol.
1,We asked him never to try to call us again.
1,It was then when we all went to bed.
1,Carla hit Bill on the back.
0,Me gave it to him.
0,The man who Mary loves and Sally hates George computed my tax.
0,Odysseus attempted the helmsman to hear the sirens.
1,Agamemnon stopped Jason casting the spell
1,That ball hit a student.
1,Tony has a Fiat and yearns for a tall nurse.
0,The monkeys kept forgotten their lines.
1,the box we put the books in is sealed.
1,Nurse Rooke has discovered where Anne Elliott stayed.
1,He told her the whole story.
1,That ball sang a student.
0,Poseidon appears to own a dragon
0,I shaped the dough from a lump into a loaf.
1,Would the men each have been working?
0,Heidi dislikes the TV's depiction of herself.
0,"Who had Poseidon run away, because the executioner murdered?"
0,John is eager to examine.
0,Our neighbor take his children to school in his car.
1,Each other's houses appear to the women to be garish.
0,The man I saw shaved myself.
1,"Ron failed biology, unfortunately"
1,We like our friends and they like our friends too.
0,Anson is incredibly difficult to be pleased.
1,Jean tried to behave.
1,He's that reliable a man.
1,It is rumored that he left town.
1,John doesn't eat enough.
1,Romeo sent letters to Juliet.
1,Memo liked lasagna.
0,Who did a statue of surprise Medea?
1,Who is it obvious that Plato loves.
0,What she did was be very cold.
0,Cora coiled the post with the rope.
1,"At the end of his speech, the president thanked any soldier who had fought in the gulf war."
0,Gilgamesh doesn't be in the dungeon
1,They shouldn't leave soon.
0,"Red picture desk, this girl in the red coat will put a picture of."
1,John went to the store.
1,John will have been eating cake enthusiastically.
1,Spray all the paint onto the wall completely.
1,He can hardly believe that it's already over.
1,What did Frank buy for Jane.
0,There tried to be a fountain in the park.
0,Bill poorly recited his lines.
0,Maxwell isn't half the doctor that polished off the vodka.
1,Who was it who interviewed you?
1,Every student who is in Mary's class is working on polarity items.
0,Is likely to Jean dance.
1,The testing of such drugs on oneself is too risky.
1,Anne astonished her father.
1,"The more people you say that right after the show opens will buy tickets, the happier I'll be."
1,The king thanked the man.
0,the one of poems with a red cover takes a very long time to read.
1,Jane Fairfax seemed upset.
1,The concert started when the bell rang.
1,"Given my high opinion on his moral character, I was surprised that he stole the watch."
1,The monkey seems despondent that it is in a cage.
1,and index values of the subject and the main verb.
0,That cat touches easily.
1,Mary laughed at John.
0,They said him to be rich.
1,"He might maybe do that, mightn't he?"
1,Herman mixed the eggs and the cream together.
1,I asked what John kissed.
1,Who did Athena introduce to whom?
0,The kids were failed as a father.
1,I lifted the books up to him.
0,John put in the box.
1,Mary convinced me that the argument was sound.
0,They surrounded.
1,The writers could so believe the boy.
0,Cynthia gobbled .
1,Stephen believed it to be easy to please Kim.
1,I'll fix you a drink.
1,John bought any picture of Queen Elizabeth that was on sale.
1,Donna fixed a sandwich for me.
0,"Immediately, John probably will clearly learn French perfectly."
1,George sang to himself.
1,He will keep up with their expectations.
1,John is easy to please.
0,What Henry find was Bill sad.
1,Who is it that Mary likes?
1,Sharon shivered from fear.
1,Some of them made as many errors as Joan.
1,I herded the cattle.
1,I admired the honesty in him.
1,Herman whipped the cream.
0,In general that he understands what's going on is surprising.
1,Kathleen really hates her job.
1,Did you drink the poison?
0,John had an error in the proof Sarah presented.
1,I promise a good time to all who come.
0,Bill was bitten the dog.
1,What did John want to eat?
1,Anson thought Julie had fainted
1,"$ 100,000 will build a house."
0,Bill proud of himself John doesn't consider.
1,"I've been wondering whether, but wouldn't positively want to state that."
0,We ate at.
1,He fed the children.
0,John tried Bill to play checkers.
1,The president that Fred voted for dislikes his opponents.
0,Who do you think that saw you?
1,Which picture of Bill did you put on his desk?
1,My favorite language is a language with simple morphology and complicated syntax.
1,That a review came out yesterday of this article is catastrophic.
1,"I'm sad, as much as I'm angry."
0,My red is refrigerator.
1,Fred kicked the ball behind the tree.
0,It's high time Fiona gets a job.
1,Some tourists visited all the museums.
1,Here's a knife for you to cut up the onions with.
1,The contract is subject to approval by my committee.
1,What John became was deadly afraid of flying.
0,I put the book from Edna to Sally.
0,At Mrs. Parker's lodged an old woman.
1,Oil spread over the sea shore.
1,Did John find the solution?
1,Only to Glasgow would he go by train.
1,Who will they recommend?
1,"Sandy will read your reports, but Harold will not."
0,I ordered for John to drink his beer.
0,There was him in the garden.
0,I'm more worrying than thinking.
1,"Swimming is fun, and I believe that people who can't should be taught to."
1,Aloe may have an analgesic effect on inflammation and minor skin irritations.
1,I know you like the back of my hand.
0,John is not more reliable a fellow than Bill.
0,It is likely to seem to be arrogant.
0,Martha carved the baby some wood into a toy.
1,"Them, they can't stand each other."
0,"Mary claimed that eating cabbage, Holly started."
1,They praised them as volunteers.
1,I have eaten my hat already
